,smiles,mass,fp_score,rank_1,rank_2,rank_3
464,CC(C)COC(=O)CCCCC(=O)OCC(Cl)Cl,298.07386448,0.9746376811594203,12,3,3
465,Cc1cccc(NC(=O)C(Cl)Cl)c1,217.006119268,0.927536231884058,17,2,2
466,Cc1ccc(NC(=O)Cc2cccs2)c(I)c1,356.96843300399996,0.8586956521739131,1,1,1
467,CCCCCCCCCCCCCCCCCCO[Si](OCCF)(c1ccccc1)c1ccccc1,514.3642356219999,0.9981884057971014,1,1,1
468,CCOc1nccnc1CC,152.094963004,0.8496376811594203,33,6,3
469,C[Si](C)(C)OC(=O)C(=O)c1ccccc1,222.071220838,0.9184782608695652,103,27,9
470,CCCCCCCCCCCCCOC(=O)c1cccc(C(=O)OC(C)C(C)CCOC)n1,463.32977353999996,0.9981884057971014,1,1,1
471,CC(=O)CCc1ccc(OC(=O)C(F)(F)C(F)(F)F)cc1,310.062835312,0.9148550724637681,39,8,4
472,CC#CCOC(=O)N(C)C(C(=O)OCCCCCCCCCCCCC)C(C)C,409.319208856,0.9927536231884058,1,1,1
473,CCCCC(CC)COC(=O)C(CC)CC,228.208930136,0.9873188405797102,1,1,1
474,CCCCCCC(O[Si](C)(C)C(C)(C)C)C(=O)O[Si](C)(C)C(C)(C)C,388.282898328,0.9347826086956522,38,13,8
475,O=C(OCC1CCCCC1Cl)c1cccc(C(=O)OCC2CCCCC2Cl)c1,426.136464736,0.980072463768116,1,1,1
476,COCc1ccccc1,122.07316494,0.9347826086956522,37,4,4
477,CC(C)C(=O)Oc1cc(Cl)c(Cl)cc1Cl,265.966812568,0.9637681159420289,2,1,1
478,CCCCCCCCCCCC(=O)NC(C)CCCCC,297.303164868,0.980072463768116,16,5,5
479,Cc1ccccc1OC(=O)c1c(F)cccc1F,248.064886,0.9764492753623188,54,10,10
480,CCCOC(=O)c1ccc(C(=O)OCc2ccc(C)c([N+](=O)[O-])c2)cc1,357.121237328,0.9637681159420289,2,1,1
481,CCC(C)CCCCC(=O)OC,172.14632988,0.9855072463768116,4,1,1
482,COC(=O)C1CCCN1C(=O)c1cccc(C)c1,247.120843404,0.8532608695652174,30,10,8
483,CC(C)COC(=O)C1(NC(=O)OCCCCl)CCCC1,305.139385928,0.9257246376811594,36,3,3
484,CC(C)(C)c1cccc(N(C(=O)C(F)(F)C(F)(F)C(F)(F)F)C(=O)C(F)(F)C(F)(F)C(F)(F)F)c1,541.072273736,0.967391304347826,2,2,2
485,CCC#CC(CC(C)C)OC(=O)c1ccccc1Cl,278.107357528,0.9402173913043478,4,2,2
486,CCCCCCCCCCCN(C(=O)CCl)C(C)CCC,317.248542452,0.9583333333333334,1,1,1
487,CCOC(=O)CCC(=O)O[Si](C)(C)C,218.09743558600002,0.9619565217391305,2,1,1
488,CCc1ccc(C(=O)N(C)CC(=O)OCCCC(C)C)cc1,305.199093724,0.9003623188405797,25,5,5
489,C[Si](C)(C)Oc1nc2ccccc2c2ccccc12,267.10794069400004,0.842391304347826,422,86,15
490,CCCCCCCOC(=O)CCCCCC(=O)Oc1cccc([N+](=O)[O-])c1,379.199487648,0.9782608695652174,3,2,2
491,CCCCCCCOC(=O)CCCC(=O)Oc1c(Cl)cccc1Cl,374.105164608,0.9945652173913043,1,1,1
492,CCCC[Si](CCCC)(CCCC)OCC,244.22224217400003,0.9764492753623188,2,1,1
493,CCCCC(CC)CN(Cc1ccccc1)C(=O)Cc1cccs1,343.19698554800004,0.967391304347826,4,2,2
494,CC(C)(C)c1ccc(N[Si](C)(C)C(C)(C)C)cc1,263.206926458,0.9094202898550725,2,2,2
495,CCCCCCCCCCCCOC(=O)CCCC(=O)OC(c1ccccc1)C(F)(F)F,458.264394324,0.9981884057971014,1,1,1
496,CCCCCCCCCCCCCCCCCCCCCCOC(=O)CCCCCCCCCCCCC,536.5532315439999,0.9963768115942029,1,1,1
497,CC(C)(C)[Si](C)(C)OC(=O)C(=O)c1ccccc1,264.11817103,0.875,743,116,72
498,CC(C)(C)[Si](C)(C)Oc1ccc2c(c1)OC(=O)CC2,278.133821094,0.8496376811594203,956,152,61
499,CC(C)COC(=O)CN(C)C(=O)c1ccc([N+](=O)[O-])cc1,294.121571676,0.9402173913043478,5,2,2
500,CCCCC(CCOC)COC(=O)/C=C/C(=O)OCC(F)(F)C(F)F,372.15598674800003,0.9619565217391305,1,1,1
501,CC(C)CC(C)OC(=O)CCC(=O)OC(C)C(F)(F)F,298.13919381200003,0.9818840579710145,1,1,1
502,CCCC/C=C/C(=O)NCCCCCCCCCCCCCCCCCC,379.381415188,0.9909420289855072,1,1,1
503,COc1ccc(CN=C=S)cc1,179.040484908,0.9329710144927537,212,53,32
504,CCCCCCCCC(C)OC(=O)CCCC(=O)Oc1c(Cl)cc(Cl)c2ccccc12,466.167764864,0.9818840579710145,1,1,1
505,O=C(O)c1ccn(C(F)F)n1,162.024083808,0.907608695652174,1,1,1
506,CC#CC(CC)OC(=O)CCCC(=O)Oc1ccc(Cl)cc1Cl,356.058214416,0.9891304347826086,4,3,3
507,CCCCCCCCCOC(=O)CCC(=O)OC(CCC)CCC,342.277009696,0.9981884057971014,1,1,1
508,CCCCC/C=C/CCCOC(=O)CCCCCCCCC(=O)OCC(C)C,396.32395988799993,0.980072463768116,32,10,10
509,COc1ccc(C)cc1OC(=O)CCCC(=O)OC(C)C(F)(F)F,348.11845836800006,0.9384057971014492,1,1,1
510,CCCCOC(=O)CCCCCCCCC(=O)OCc1cc(Cl)ccc1Cl,416.1521148,0.9873188405797102,1,1,1
511,C=CCCCCCCCC(=O)O[Si](C)(C)C(C)(C)C,284.217156794,0.947463768115942,1,1,1
512,CCCCCCOC(=O)c1cccc(C(=O)Oc2cc(F)cc(F)c2)c1,362.13296556,0.9692028985507246,10,1,1
513,CCCCCCCO[Si](CC)(CC)OCCCCCC,302.26410698599994,0.9601449275362319,12,4,4
514,CCCCCCCCOC(=O)c1ccccc1C(=O)OCc1ccc([N+](=O)[O-])c(OC)c1,443.194402268,0.980072463768116,99999,1,99999
515,CCCCCCCCCOC(=O)c1cccc(C(=O)Oc2ccc(Br)cc2)c1,446.10927144400006,0.9873188405797102,1,1,1
516,CC(O[Si](C)(C)C(C)(C)C)C(=O)N([Si](C)(C)C(C)(C)C)S(=O)(=O)c1ccc(Cl)cc1,491.1748604359999,0.7844202898550725,410,29,9
517,CCCC(C)C(=O)OCC,144.115029752,0.980072463768116,1,1,1
518,CCCCCCCCCCCCCOC(=O)CCCCCC(=O)OCCCCCC,426.37091007999993,0.9981884057971014,99999,1,99999
519,CCCCCCCCN(C)C(=O)C(C)C,213.209264484,0.9927536231884058,1,1,1
520,CCCCCCOC(=O)c1ccccc1C(=O)OC(CC)CCC,334.21440944,0.9963768115942029,1,1,1
521,CCCCCCCCCCCCOC(=O)C(C)(C)C(=O)OCCCc1ccccc1,418.308309824,0.9692028985507246,16,4,2
522,C=C[Si](C)(OCCCCCCCCCCCCCCC)OC1CCCCC1C,410.35800736999994,0.9981884057971014,1,1,1
523,CCOC(=O)CCCC(=O)OCCCCCCCCCCCl,334.191087152,0.9728260869565217,57,5,4
524,CC[Si](Cl)(CC)Oc1c(OC)cccc1OC,274.079198678,0.7971014492753623,3830,493,130
525,CCCCCCCCCCO[Si](Oc1cccc([N+](=O)[O-])c1)(c1ccccc1)c1ccccc1,477.23353512999995,0.9710144927536232,4,1,1
526,COC(=O)Cc1cccc(OC)c1,180.078644244,0.9384057971014492,16,9,8
527,CCCCCCCCCCCCCCCCOC(=O)c1cccc(C(=O)OC(CC)CCCC)c1,488.38656014399993,1.0,1,1,1
528,CCCCCCCCCCCC(CCC)OC(=O)c1cc(F)ccc1F,368.252686768,0.9873188405797102,1,1,1
529,CC12CCC(=O)C=C1CCC1C2C(O[Si](C)(C)C)CC2(C)C(C(=O)CO[Si](C)(C)C)CCC12,490.29346301199996,0.9746376811594203,99999,1,99999
530,O=C(CCCCl)Oc1ccccc1-c1ccccc1,274.0760574,0.9402173913043478,13,2,1
531,CCCCCCCCCCCOC(=O)/C=C/c1ccccc1OC,332.23514488399996,0.9981884057971014,1,1,1
532,Cc1ccsn1,99.01427016,0.8967391304347826,83,42,26
533,C/C=C/COC(=O)CCC(=O)Oc1cccc(Cl)c1,282.06588664000003,0.9619565217391305,30,3,3
534,CCCCCCCCCCOC(=O)CCCC(=O)Oc1ccccc1C(C)C,390.277009696,0.9909420289855072,1,1,1
535,CCC(C)CCCOC(=O)CC(C)C,200.177630008,0.9583333333333334,27,3,3
536,Cc1cc(C)cc(OC(=O)C(C)C)c1,192.115029752,0.9510869565217391,3,2,2
537,CCCCCCCN(CCc1ccccc1)C(C)=O,261.209264484,0.9836956521739131,1,1,1
538,CCCCCCOC(=O)CN(C)C(=O)c1ccc([N+](=O)[O-])cc1,322.152871804,0.9547101449275363,2,1,1
539,CCCC(CC)OC(=O)CCC(=O)OCC1CCCCC1,298.21440944,0.9927536231884058,1,1,1
540,CC(C)CCOC(=O)CCCC(=O)OCC1CCCCC1,298.21440944,0.9909420289855072,1,1,1
541,C#CCOC(=O)N1CCCCC1C(=O)N1CCCCC1C(=O)OCCCCCCCC,434.27807231599996,0.9456521739130435,16,1,1
542,CCCCCCCCCCOC(=O)C1CCCN1C(=O)c1ccccc1Br,437.15655598399997,0.980072463768116,3,1,1
543,CC(C)CCCO[Si](OCC1CC=CCC1)(c1ccccc1)c1ccccc1,394.23280685799995,0.9637681159420289,11,3,3
544,CCCCCCOC(=O)CCCCCC(=O)Oc1ccccc1C(C)C,362.245709568,0.9927536231884058,1,1,1
545,CCCC(C)COC(=O)c1ccc(F)cc1,224.121258004,0.9655797101449275,1,1,1
546,CCCCCCCCCCCCCCOC(=O)CCCCCCCCC(=O)OC(C(C)C)C(C)C,496.4491604,0.9909420289855072,3,2,2
547,COC(=O)NC1CCCNC1=O,172.084792244,0.8369565217391305,554,261,58
548,CCCCCCCCCCCCCCOC(=O)CC(=O)OCC(C)C,356.29265976,0.9927536231884058,1,1,1
549,CCCCC/C=C\CCOC(=O)CCCC(=O)OCCCCCCC,354.277009696,0.9927536231884058,2,1,1
550,CCCCCCCCCO[Si](CC)(CC)Oc1ccccc1CC,350.26410698599994,0.9836956521739131,1,1,1
551,C=C1C(C)=CC2(C)CCC3C(C)CCC132,202.172150704,0.9583333333333334,45,43,40
552,O=C(CCC(=O)OCC(F)(F)C(F)F)OCC1CCCCC1Cl,362.09079964800003,0.980072463768116,1,1,1
553,CC(C)c1ccc(OC(=O)CCC(=O)Oc2cccc(Cl)c2Cl)cc1,380.058214416,0.967391304347826,4,1,1
554,CCCCC/C=C/CCOC(=O)CCC(=O)Oc1ccccc1F,336.1736875,0.9619565217391305,1,1,1
555,CNC(CCOC)C(=O)OC,161.10519334,0.9039855072463768,99999,7,99999
556,C[Si](C)(C)O[Si](O[Si](C)(C)C)(O[Si](C)(C)C)O[Si](C)(C)C,384.14599228199995,0.9728260869565217,3,2,2
557,CC(C)OP(=S)(OC(C)C)SCCNS(=O)(=O)c1ccccc1,397.06050787799995,0.9039855072463768,46,4,1
558,CCCCCC(C)OC(=O)CCC(=O)Oc1ccc(Br)cc1OC,400.08853600000003,0.9710144927536232,1,1,1
559,CC1NC(=O)CC1O,115.063328528,0.8297101449275363,99999,1560,99999
560,CC(=O)Nc1ccccc1C(=O)O[Si](C)(C)C(C)(C)C,293.14472012600004,0.9565217391304348,2,3,2
561,CC1CCC2CCCCC2C1,152.15650064,0.9438405797101449,68,31,23
562,CCCCCCCCCOC(=O)C1CCCCN1C(=O)C1CCCCN1C(=O)OCCC,452.32502250799996,0.9583333333333334,17,4,4
563,COC(=O)CC(NC(=O)C(F)(F)C(F)(F)C(F)(F)F)C(=O)OC,357.04471995999995,0.8568840579710145,490,20,12
564,O=C(CCC(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)F)OCCCc1ccccc1,450.10773481599995,0.9438405797101449,31,1,1
565,CCCC(C)CCCC(C)CC,170.203450832,0.9945652173913043,25,5,5
566,CCOP(=S)(NC(C)CC)Oc1cc(C)ccc1[N+](=O)[O-],332.09596478199995,0.7989130434782609,674,65,6
567,C=CCSCC(C)SSCC=C,220.041413512,0.9637681159420289,7,2,2
568,COc1ccc(C(C)=O)cc1OC(=O)C(F)(F)C(F)(F)F,312.04209986800004,0.9438405797101449,14,3,1
569,CCCCCCCCCCO[Si](C)(C)O[Si](C)(C)Oc1ccccc1Cl,416.19697578399996,0.9619565217391305,2,2,2
570,Nc1ccc(Cl)cc1Cl,160.97990452,0.9909420289855072,2,2,2
571,CCCO[Si](C)(C)Oc1cccc2ccccc12,260.12325641,0.8659420289855072,562,117,36
572,CCC(CC)(CC)OC(C)=O,158.130679816,0.8858695652173914,551,161,135
573,CCCCCOC(=O)CN(C)C(=O)c1ccccc1F,281.14272172,0.9637681159420289,4,3,3
574,CCCCCCCCCCCCOC(=O)CCCC(=O)Oc1ccc(C)c(C)c1,404.29265976,0.9963768115942029,1,1,1
575,O=[N+]([O-])c1cccc(I)c1,248.928676368,0.9746376811594203,1,1,1
576,C1=Nc2ccccc2Oc2ccccc21,195.068413908,0.8170289855072463,1903,390,234
577,CC(=O)OC1(C(C)=O)CCC2C3C=C(Cl)C4=CC(=O)CCC4(C)C3CCC21C,404.175437088,0.7898550724637681,99999,31,99999
578,CCCCOC(=O)CCC(=O)OC(CC)CCC,258.183109312,0.9927536231884058,2,1,1
579,COc1cc(Br)cc(C=O)c1O,229.957856184,0.9456521739130435,24,4,4
580,CCCCOC(=O)/C=C/C(=O)Oc1cc(Cl)cc(Cl)c1Cl,349.987941936,0.9710144927536232,9,5,5
581,COc1ccc(OC(=O)c2cc(F)ccc2F)c(C(C)c2ccccc2)c1,368.122400876,0.9547101449275363,2,2,2
582,CC1OC(=O)C(C)OC1=O,144.042258736,0.907608695652174,99999,90,99999
583,C#CC1(OC(=O)C(F)(F)C(F)(F)F)CCC2C3CCc4cc(OC5CCCC5)ccc4C3CCC21C,510.219335952,0.8387681159420289,49,1,1
584,CC1CCC(OC(=O)CCC(=O)OCc2ccc3ccccc3c2)CC1,354.183109312,0.9836956521739131,1,1,1
585,CCCCCCCCOC(=O)CCCCCCCCC(=O)OCCCCCC,398.33960995199993,0.9963768115942029,1,1,1
586,CCCCCCCCCCC#CCOC(=O)/C=C/c1cccc(C(F)(F)F)c1,394.211964828,0.8894927536231884,1,1,1
587,CCC(C)CNC(CC(=O)OC)C(=O)OC,231.147058152,0.9293478260869565,6,2,2
588,CCCc1cc(O[Si](C)(C)C)c2ccc(OC)cc2n1,289.149805506,0.802536231884058,660,97,32
589,O=C(Sc1ccc(Br)cc1)C(F)(F)C(F)(F)F,333.908638948,0.9764492753623188,3,1,1
590,CCCCCCCC/C=C\CCCCCC=O,238.22966558000002,0.9746376811594203,4,3,3
591,Cc1ccc2c(c1)C(=O)CCS2,178.04523594,0.8514492753623188,1171,305,209
592,COc1cccc(C(=O)Oc2ccccc2C)c1,242.094294308,0.9692028985507246,10,6,6
593,C/C=C/CO,72.057514876,0.9655797101449275,4,2,2
594,CCCCCCCC(=O)Nc1ccc(OC)cc1,249.172878976,0.9094202898550725,7,4,4
595,CCCCCCCOC(=O)CCCCCCCCC(=O)OCC(Cl)Cl,396.183414928,0.9981884057971014,1,1,1
596,O=C(O)CC1CCCOC1,144.078644244,0.8804347826086957,864,266,120
597,CCCCCCCCCCCCCCOC(=O)CCC(=O)OC(CC)CCCC,412.35526001599993,0.9963768115942029,1,1,1
598,CCCCCCCCCCCOC(=O)CCCC(=O)OC(C)C,328.261359632,0.9945652173913043,23,5,5
599,CCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCCBr,440.15622163600005,0.9963768115942029,99999,1,99999
600,CCOC(=O)C(C)CC,130.099379688,0.9710144927536232,1,1,1
601,CC(C)COC(=O)CCC(=O)OCc1ccc2ccccc2c1,314.151809184,0.9782608695652174,2,1,1
602,CC(C)C(=O)Oc1ccc(Cl)cc1,198.044757272,0.9836956521739131,1,1,1
603,Cc1ccc(OS(C)(=O)=O)c(Cl)c1,219.996092828,0.9782608695652174,1,1,1
604,CCCCCCCCCOC(=O)CCCC(=O)OC(C)CCCCCCCC,398.339609952,0.9981884057971014,1,1,1
605,O=C(Oc1c(F)c(F)c(F)c(F)c1F)c1ccccc1F,306.011548688,0.967391304347826,6,2,2
606,CC(=O)CC(c1ccccc1)c1c(O[Si](C)(C)C)c2ccccc2oc1=O,380.14438577799996,0.8188405797101449,678,73,25
607,CCCCCCCCCCOC(=O)CCCC(=O)OC(C(C)C)C(C)C,370.308309824,0.9836956521739131,140,34,34
608,CCCCCCCCCCCCCCCCOS(C)(=O)=O,320.23851601199993,0.9112318840579711,240,38,18
609,CCCCCCCCCCCCO[Si](CC)(CC)Oc1cc(C)cc(C)c1,392.31105717799994,0.9492753623188406,7,2,2
610,CCCCCCCCCCCCCCCCCO[Si](CC)(CC)OCCCC(C)C,442.420607626,0.9655797101449275,59,14,13
611,CCCCCCCCCCC(C)OC(=O)c1cc(F)ccc1C(F)(F)F,376.202543016,0.9945652173913043,1,1,1
612,O=C(CCC(=O)OCC1CCCCC1)OCCc1ccccc1,318.183109312,0.9420289855072463,22,6,6
613,CCCCCCCCCCCCCCCOC(=O)CCC(=O)OCc1ccccc1C,432.32395988799993,0.967391304347826,13,3,3
614,CCCCCC(C)OC(=O)CCCC(=O)Oc1ccc(Cl)cc1OC,370.154701644,0.9873188405797102,1,1,1
615,CCCCCCCCCCCCCCCOC(=O)CCCC(=O)Oc1ccccc1C(C)C,460.35526001599993,0.9873188405797102,5,2,2
616,Cc1cccs1,98.019021192,0.9692028985507246,2,1,1
617,CCCCCCCCOC(=O)CCC(=O)OCC(C)CC(C)(C)C,342.277009696,0.9963768115942029,1,1,1
618,CCCCCCCCCCCCCCCOC(=O)CCC(=O)OCc1cc(F)c(F)c(F)c1,472.28004438799996,0.9981884057971014,8,3,3
619,CC(C)=CCl,90.023627904,0.9818840579710145,4,2,2
620,C=CCOC(=O)C(F)(F)F,154.02416406,0.9456521739130435,13,1,1
621,CCOC(=O)C1CCCCC1C(=O)Oc1ccccc1-c1ccccc1,352.167459248,0.9836956521739131,1,1,1
622,C=CCOC(=O)CCCCCC,170.130679816,0.947463768115942,1,1,1
623,CCCCCCCCCCCCOC(=O)CCCC(=O)OC(CC)c1ccccc1,418.308309824,1.0,1,1,1
624,CC(C)(C(=O)OCCc1ccccc1)C(=O)OCCc1ccccc1,340.167459248,0.8822463768115942,963,78,55
625,COc1ccc(OC)c(/C=C/C(=O)O[Si](C)(C)C(C)(C)C)c1,322.160035842,0.9891304347826086,1,1,1
626,CCCCC(CC)COC(=O)/C=C/C(=O)Oc1ccccc1F,322.15803743600003,0.9891304347826086,1,1,1
627,CCCCCC1NCCS1,159.108170544,0.9329710144927537,13,4,3
628,CC(=O)Oc1ccc(C)cc1,150.06807956,0.9347826086956522,46,16,15
629,CCNC(=O)COc1nc(Cl)c(Cl)cc1Cl,281.972960568,0.9420289855072463,1,1,1
630,Cc1ccc(NC(C)(C)C(=O)OCC(C)(C)C)cc1,263.18852904,0.8913043478260869,8,1,1
631,C[Si](C)(C)Sc1ccccc1Cl,216.01957562599998,0.967391304347826,2,2,2
632,Cc1ccc(C(N[Si](C)(C)C)c2ccc(O[Si](C)(C)C)cc2)cc1,357.194417672,0.9184782608695652,1,1,1
633,CC[Si](CC)(OCCCC(C)C)Oc1ccccc1C(C)C,322.23280685799995,0.9510869565217391,12,3,3
634,CCCCN(CCO)C(=O)C(F)(F)F,213.097663348,0.9202898550724637,3,1,1
635,C#CCSC(C)C,114.05032132,0.9655797101449275,43,14,13
636,Cc1cc(OC(=O)C(F)(F)C(F)(F)C(F)(F)F)c(C(=O)c2ccccc2)cc1Cl,442.0206694,0.9202898550724637,15,2,1
637,Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1Cl)=NC2,342.043901744,0.8496376811594203,22,4,4
638,CCCOC(=O)CCCCCCCCC(=O)OC(CC)C(C)C,328.261359632,0.9873188405797102,2,2,2
639,O=c1c2ccccc2[nH]c2ccccc12,195.068413908,0.8713768115942029,18,2,1
640,Nc1ccc2c(c1)C(c1ccccc1)=NCC(=O)N2,251.105862036,0.855072463768116,99999,18,99999
641,CCOC(=O)N1CCCCC1,157.11027872,0.907608695652174,3,2,2
642,CCCCCOC(=O)CCC(=O)OCCc1ccccc1Br,370.07797131600006,0.9818840579710145,5,3,3
643,CCCCCCCCCCCOC(=O)C1CCCN1C(=O)C1CCCC1,365.292994108,0.9257246376811594,9,3,3
644,CCCCOC(=O)c1ccc(OC)c(OC)c1,238.120509056,0.9094202898550725,196,61,41
645,CCC(OC(=O)CCC(=O)OC(CC)C(C)(C)C)C(C)(C)C,314.245709568,0.9692028985507246,5,4,4
646,CCCCCCCCCCN(CCC)C(=O)Cc1ccc([N+](=O)[O-])cc1,362.25694294799996,0.9420289855072463,1,1,1
647,CCc1ccc(C(=O)OC/C=C/Cl)cc1,224.060407336,0.8713768115942029,266,88,43
648,COc1cccc(/C=C/C(=O)c2ccccc2)c1OC(=O)C(F)(F)F,350.07659355600003,0.9130434782608695,2,1,1
649,CC(C)=CCC/C(C)=C/COC(=O)C(F)(F)C(F)(F)F,300.114870884,0.9257246376811594,1,1,1
650,c1ccc2nccnc2c1,130.053098192,0.9492753623188406,26,8,8
651,CC(C)COC(=O)CCC(=O)OCc1cccc(Cl)c1Cl,332.058214416,0.9836956521739131,2,2,2
652,CC(C)COC(=O)c1cccc(C(=O)Oc2c(Cl)cc(Cl)cc2Cl)c1,400.003592,0.9257246376811594,122,9,6
653,CC(C)CCCOC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,548.0644093960001,0.9782608695652174,1,1,1
654,COc1c(F)c(F)cc(C(=O)Oc2cccc(C)c2)c1F,296.066028872,0.9710144927536232,2,2,2
655,CN1C2CCC1CC(OC(c1ccccc1)c1ccccc1)C2,307.19361442,0.8514492753623188,5,1,1
656,CC#CC(CC)OC(=O)CCCCCCCCC(=O)OCCCCCCCCCCCCC,464.386560144,0.9981884057971014,1,1,1
657,CCCCCCCCCCN(C(=O)CCCC)C(C)CC,297.303164868,0.9945652173913043,1,1,1
658,CCCCOC(=O)C1CCN(C(=O)c2cccc(C)c2)CC1,303.18344366,0.9692028985507246,8,4,4
659,CCCCCCCCC/C=C/COC(=O)CCC(=O)Oc1ccccc1CCC,402.277009696,0.9420289855072463,27,7,7
660,COC(=O)/C=C/c1ccc(OC)cc1,192.078644244,0.9836956521739131,1,1,1
661,CCCCCCCCCCC#CCOC(=O)CCCC(=O)Oc1ccc(Cl)cc1C,434.22238727999996,0.980072463768116,2,2,2
662,CCCCCC(=O)NCC(=O)OC(C)C,215.152143532,0.9601449275362319,6,2,2
663,CCCOC(=O)CCCC(=O)NCc1ccc(C)cc1,277.167793596,0.9528985507246377,1,1,1
664,CCCCCCCCCCCCCOC(=O)C(C)(C)C(=O)OC1CCC(C)CC1,410.33960995199993,1.0,1,1,1
665,CCCCCCCCCCCCCCCCCCOC(=O)CCC(=O)OC(C)CCCC(C)C,482.4335103359999,0.9873188405797102,26,9,9
666,C=C(C)C#CC(OC(=O)CCCCC)C(C)CCC,264.208930136,0.907608695652174,3,1,1
667,CCCCCCOC(=O)CCCCCC(=O)Oc1c(Cl)cc(Cl)c2ccccc12,438.136464736,0.980072463768116,2,1,1
668,CCCCCCCCCCCCCCCCCOC(=O)C(NC(=O)c1cc(F)ccc1C(F)(F)F)C(C)C,545.349207244,0.9873188405797102,31,6,6
669,CCCC(C)N(CC)C(=O)Cc1ccccc1,233.177964356,0.9873188405797102,1,1,1
670,CCOC(=O)C=[N+]=[N-],114.042927432,0.9148550724637681,74,15,12
671,CCCCCCCCOC(=O)CCCC(=O)OCC(CCCC)CCOC,386.30322444399997,0.9963768115942029,2,1,1
672,CCCCOC(=O)CCCC(=O)OCc1cccc([N+](=O)[O-])c1,323.136887392,0.9891304347826086,3,1,1
673,C=C[Si](C)(OCCCCCC)OCCc1cccc(Cl)c1,326.14688431400003,0.9891304347826086,1,1,1
674,C[Si](C)(C)Oc1ccc2c(C(F)(F)F)cc(O[Si](C)(C)C)nc2c1,373.114116664,0.7898550724637681,4767,320,33
675,CC1COC2=C1C(=O)c1ccc3c(c1C2=O)CCCC3(C)C,296.14124449999997,0.7934782608695652,99999,907,99999
676,CCCCCCCOC(=O)CCCCC(=O)OCCC(C)CC,328.261359632,0.9927536231884058,3,2,2
677,C/C=C/CCCC(C)=O,126.104465068,0.9347826086956522,14,3,3
678,CCCCCCCCN(CCc1ccccc1)C(=O)c1cccc(C(F)(F)F)c1,405.22794924,0.8840579710144928,9,2,2
679,CCCCCCCCCCOC(=O)CCCC(=O)OCc1ccc(Cl)cc1Cl,430.167764864,1.0,1,1,1
680,CCCCCCCCCCO[Si](CC)(CC)Oc1ccccc1-c1ccccc1,412.27975704999994,0.9746376811594203,1,1,1
681,CCCCCCC(=O)NC1CCOC1=O,213.136493468,0.9692028985507246,3,1,1
682,COc1cccc2oc(-c3ccccc3)c(OC(=O)C(F)(F)F)c(=O)c12,364.055858112,0.9492753623188406,16,2,2
683,CCOC(=O)CCCC(=O)OCCOc1ccccc1,280.13107374000003,0.9927536231884058,1,1,1
684,CCCCCCCCCCCCCCCCOC(=O)CCCC(=O)OCC(F)(F)C(F)(F)C(F)(F)F,538.2893073319999,1.0,1,1,1
685,CCCCC1CCC(=O)O1,142.099379688,0.9221014492753623,53,12,2
686,CCOC(=O)COc1cc(-c2nn(C)c(OC(F)F)c2Cl)c(F)cc1Cl,412.020446916,0.657608695652174,22881,1093,167
687,COC(=O)NCCCCC(NC(=O)OC)C(=O)OC,276.13213636,0.8786231884057971,20,4,1
688,CC1CCc2ccccc21,132.093900384,0.9365942028985508,514,113,101
689,CCCCCOC(=O)CCCCCC(=O)Oc1cccc(Cl)c1,340.14413696,0.9963768115942029,1,1,1
690,C=CCC(C=C)OC(=O)CCCC(=O)OCC1CCCCC1,308.198759376,0.9456521739130435,135,31,29
691,COc1c(C=O)c(Br)c2c(c1OC)OCO2,287.96333548800004,0.9365942028985508,3,4,2
692,CCSc1nc(Cl)c2c(F)cccc2n1,242.008075156,0.7536231884057971,1783,744,159
693,CCCCCCCCCCCCCCCCCCO[Si](CC)(CC)OCCCc1ccccc1,490.420607626,0.8894927536231884,3,2,2
694,CCCCCCCCCCCOC(=O)C1CCN(C(=O)c2ccc(C(F)(F)F)c(F)c2)CC1,473.25530686,0.9963768115942029,1,1,1
695,CCCCCCCCCCCCCCCOC(=O)C1CCCCC1C(=O)OCCOC,440.3501746359999,1.0,1,1,1
696,CCc1ccc2sccc2c1,162.05032132,0.9692028985507246,3,2,2
697,CCCCOC(=O)N1CCCC1C(=O)OCC(C)C,271.17835828,0.9909420289855072,8,3,3
698,O=C(Nc1ccc2cc3ccccc3cc2c1)C(F)(F)F,289.0714486,0.9565217391304348,2,2,2
699,CCCCCCCCCC/C=C/CCO[Si](OCCCCCCCC)(c1ccccc1)c1ccccc1,522.389307498,0.980072463768116,8,4,4
700,CCCCCCCCOC(=O)C1CCCN1C(=O)c1cccs1,337.171164724,0.9764492753623188,2,1,1
701,CC(C)C(C)OC(=O)CCCC(=O)Oc1cc(Cl)cc(Cl)c1Cl,380.034892128,0.9945652173913043,1,1,1
702,CC(Cc1ccc2c(c1)OCO2)N[Si](C)(C)C(C)(C)C,293.181105634,0.8478260869565217,153,20,10
703,CCCC(C)N(CCC)C(=O)CBr,249.07282636,0.9583333333333334,16,3,3
704,CC(=O)Oc1c(Cl)cc(-c2ccccc2)cc1Cl,280.00578492,0.9492753623188406,1,1,1
