,ind,frac,accuracy,precision,recall,f1
390,4571.0,0.14178140360810151,0.8624221524525194,0.610079575596817,0.08345428156748912,0.14682413022661986
391,4577.0,0.3532490928275472,0.7432703690359771,0.7240228789323165,0.4423412929528247,0.5491684743311641
392,4853.0,0.14831304526854877,0.852540017499614,0.5546558704453441,0.047372060857538034,0.08728894552405224
393,4890.0,0.1896029029518491,0.8258273714550415,0.6496815286624203,0.16693944353518822,0.265625
394,4929.0,0.6037728079882647,0.6642132894127335,0.685060847671003,0.828960731211916,0.75017232136019
395,5128.0,0.8184110970996217,0.8335477893869988,0.8419012757711148,0.9813641212273326,0.9062988932027582
396,5199.0,0.12183133026224362,0.8817746667352926,0.6616915422885572,0.0563082133784928,0.1037846273897776
397,5232.0,0.2892657693594462,0.7744093880282052,0.7390272835112692,0.3342274678111588,0.46028814185445144
398,5273.0,0.2788841135445351,0.7540274846878378,0.6509615384615385,0.2504161272424635,0.36169360224388936
399,5303.0,0.11859381835962632,0.8847598950023161,0.6774193548387096,0.02772887323943662,0.053276955602537
400,5306.0,0.10072316442339861,0.9006124864892686,0.40298507462686567,0.014077163712200209,0.027204030226700253
401,5312.0,0.16147927014437552,0.8405991044315199,0.527027027027027,0.050112431737873435,0.09152244059841597
402,5344.0,0.17336387266129655,0.8401358793556024,0.6686182669789227,0.16823806717737183,0.2688323917137476
403,5359.0,0.4528347530689451,0.6875804210201245,0.699758963543236,0.5325613391423986,0.6048177083333335
404,5544.0,0.671137761535888,0.7764166966905142,0.7802176572863675,0.9286425998313789,0.8479843225083987
405,5558.0,0.21115371747690248,0.8420402491121519,0.8105456774984672,0.3238608525232729,0.4628041309294591
406,5559.0,0.1750418200066912,0.8743630655206135,0.8153310104529616,0.3496712492528392,0.4894373562016315
407,5563.0,0.21417505211416218,0.7996294199392661,0.6559792027729636,0.17799200564307546,0.2800073978176438
408,5564.0,0.13900712870267906,0.8693190591384014,0.6540983606557377,0.14631463146314633,0.2391369493557087
409,5575.0,0.31526880613531666,0.7413659992794277,0.7054234769687965,0.3097374000978633,0.43046582794967697
410,5586.0,0.1614175052114162,0.8436358021514231,0.6265356265356266,0.08118433619866285,0.14374295377677565
411,5596.0,0.5331034305273181,0.787482629059653,0.805435210712879,0.7916384399496758,0.7984772316852944
412,5601.0,0.17023959646910466,0.8678264450048896,0.783608914450036,0.3246946678582067,0.4591406908171861
413,5605.0,0.2451964896929768,0.8084821658345772,0.7827442827442828,0.31316281971303805,0.4473488786573593
414,5610.0,0.4361633682476774,0.7854753203973441,0.8183461364663352,0.647170935080405,0.7227617400558733
415,5612.0,0.11401291916514399,0.9111122548767306,0.8119469026548672,0.32038411174159753,0.4594679186228482
416,5613.0,0.16573590344082148,0.8644294611148283,0.7475555555555555,0.2635537449075525,0.38971269694161265
417,5616.0,0.340839488380472,0.7901590406093983,0.7932564330079858,0.5320636809998512,0.6369222548757681
418,5622.0,0.10595259541395373,0.9078696793453086,0.7325102880658436,0.1765873015873016,0.28457234212629895
419,5623.0,0.27996499987132306,0.8113644551958412,0.774264938349668,0.45351851851851854,0.571995795865935
420,5626.0,0.22461847286203257,0.8297905193267796,0.7519417475728155,0.3565017261219793,0.48368462138953944
421,5631.0,0.22592068353192474,0.8242832878686499,0.7364895042429657,0.3686563827408898,0.4913587604290822
422,5632.0,0.1235350129963713,0.8909362293478821,0.7203125,0.19200333194502292,0.3031897402170339
423,5633.0,0.10004889723859278,0.9046271038138864,0.6401384083044983,0.09565667011375388,0.1664417453891138
424,5634.0,0.2850657539182129,0.7952030469916105,0.7378102189781022,0.4506062767475036,0.5595040407395107
425,5635.0,0.1473917183519057,0.8828555252457666,0.7412645590682196,0.3119747899159664,0.4391325776244455
426,5637.0,0.13279460586252156,0.880076174790262,0.7038216560509554,0.17092034029389017,0.2750466708151836
427,5641.0,0.3463931852690635,0.7782181275413043,0.7669596574261889,0.5095837076969152,0.6123256860098966
428,5642.0,0.16919988676428957,0.87498069895517,0.7602693602693603,0.35259212991880073,0.48175805419244716
429,5644.0,0.18127493115783513,0.8432240465283855,0.70843776106934,0.2392101551480959,0.35765499789118516
430,5648.0,0.4143654939907867,0.7508878480621751,0.7693965517241379,0.5736711990111248,0.6572723410281829
431,5650.0,0.2014772113132769,0.8540841010860054,0.7779419005416052,0.3985872855701312,0.5271059216013344
432,5654.0,0.28399001466917156,0.800555870091101,0.7760273972602739,0.412976125387279,0.5390745807065541
433,5655.0,0.10838201611035335,0.9013845282824644,0.6721014492753623,0.1761633428300095,0.27915726109857036
434,5677.0,0.21437578814627994,0.8352462813320295,0.7609038360483448,0.3452551263710062,0.4749876988682958
435,5685.0,0.12656664178912422,0.8806423387719389,0.7461538461538462,0.07928075194115243,0.14333210195788695
436,5686.0,0.14592994827186864,0.8780173966750734,0.7536842105263157,0.25105189340813466,0.3766438716465018
437,5692.0,0.519190879378233,0.713057800195584,0.7176458912266772,0.7259311314125088,0.7217647352398063
438,5693.0,0.3531615925058548,0.752174584384168,0.7446758163748225,0.45721342437890455,0.5665676478530921
439,5694.0,0.1964176338883599,0.8522826702352154,0.7687224669603524,0.3629745189807592,0.4931119745672906
440,5699.0,0.1452453869315696,0.8972155025992073,0.8100078186082877,0.37132616487455194,0.5092160235930204
441,5710.0,0.25999948529222533,0.8093056770806526,0.7532221379833207,0.3941678238444753,0.5175153014715458
442,5725.0,0.13482770157243226,0.8772453548818776,0.7262569832402235,0.14840182648401826,0.24644549763033177
443,5786.0,0.33997477931904163,0.778063719182665,0.7714981729598052,0.48417673138663814,0.5949652451625024
444,5788.0,0.11334894613583138,0.8984507694683206,0.7095761381475667,0.2017857142857143,0.3142161974278763
445,5830.0,0.234310420258898,0.8294817026095013,0.7786542923433875,0.37173238812583076,0.5032238716449242
446,5846.0,0.14396891165041048,0.8584590045807813,0.6666666666666666,0.08295573370512374,0.14755114693118412
447,5860.0,0.6210155184394061,0.6855216429049359,0.7005794367335939,0.8619031830238727,0.7729131048836692
448,5861.0,0.36971974161669713,0.7506819702506562,0.7541565063178896,0.4766708701134931,0.5841346153846153
449,5863.0,0.23368762385155828,0.8285037830047867,0.7733204446592556,0.35850324893569346,0.48989589712186155
450,5875.0,0.3089636358957202,0.7750784909156415,0.7522536524712465,0.40380443851159686,0.5255157437567861
451,5904.0,0.17154695421674343,0.8360697925781049,0.6638477801268499,0.09401197604790419,0.16469971151324417
452,5936.0,0.1253982551406439,0.8832158114159246,0.7912457912457912,0.09623259623259624,0.17159547280029208
453,5984.0,0.4423810381655815,0.7645787225281795,0.7541108986615679,0.6910407662656232,0.7211995611361697
454,6141.0,0.2080912062176699,0.8028719954706881,0.6119951040391677,0.124595066035385,0.20703933747412007
455,6235.0,0.8554134390199964,0.8540841010860054,0.855651454855548,0.9974695746475479,0.9211338915625782
456,6599.0,0.38778598450729596,0.7200576457872253,0.7094262295081967,0.4626486703193906,0.5600582382916767
457,6717.0,0.12591296291530485,0.8870245509290237,0.7469635627530364,0.15129151291512916,0.251619502216161
458,6747.0,0.10200478678230435,0.8975757887693654,0.6342592592592593,0.06689453125,0.12102473498233215
459,6806.0,0.1253982551406439,0.8821349529054506,0.7346153846153847,0.07918739635157546,0.14296407185628743
460,6821.0,0.1196849988419075,0.8806938082248186,0.42105263157894735,0.006920415224913495,0.013617021276595745
461,6826.0,0.11404380163162364,0.8908847598950023,0.4807692307692308,0.04734848484848485,0.08620689655172414
462,6829.0,0.17348225544946858,0.8366359565597817,0.6243523316062176,0.14319667260843733,0.23296278395360082
463,6830.0,0.14193581594049978,0.8610839466776469,0.6548042704626335,0.06604450825556353,0.1199869579393544
464,6836.0,0.12256221530226213,0.8778115188635545,0.5875,0.01968174204355109,0.03808752025931929
465,6838.0,0.23126849731065188,0.8068351433424262,0.7429577464788732,0.23745217195588567,0.3598840184206038
466,6839.0,0.1445299431247909,0.857429615523187,0.5586206896551724,0.08613966678482808,0.1492628992628993
467,6841.0,0.1218210361067504,0.876627721447321,0.5214285714285715,0.06060606060606061,0.10859055410933431
468,6843.0,0.1255629616285354,0.8780688661279531,0.5462184873949579,0.05437055625261397,0.09889691898060099
469,6844.0,0.14460714929099003,0.8613412939420454,0.592,0.10624551328068917,0.18015824710894704
470,6845.0,0.11549013047842088,0.8887745123269339,0.5748792270531401,0.054288321167883215,0.09920800333472281
471,6847.0,0.1996654399464704,0.8050337124916362,0.5614035087719298,0.06659729448491156,0.11906976744186046
472,6849.0,0.17583961705741566,0.8409593906016779,0.6736183524504692,0.18872334209757521,0.2948425376540392
473,6850.0,0.2022647142085081,0.8416284934891142,0.7396416573348265,0.3358759216882787,0.46196887567756606
474,6851.0,0.18913451887690763,0.8363786092953832,0.7380952380952381,0.21789672884563396,0.33646420371529956
475,6852.0,0.1320997503667293,0.8737454320860569,0.6622516556291391,0.07840062720501764,0.14020329477742727
476,6853.0,0.15417556682193684,0.8440990272273405,0.4189189189189189,0.010275107722903546,0.020058233581365256
477,6854.0,0.12242324420310369,0.8794070719028256,0.5466101694915254,0.05454545454545454,0.09919261822376008
478,6855.0,0.1262732583575675,0.8780173966750734,0.5845070422535211,0.03467000835421888,0.06545741324921135
479,6856.0,0.21668682605450756,0.7906222656853158,0.5859375,0.10714285714285714,0.18115942028985507
480,6857.0,0.27107084952518207,0.7830047866591178,0.7321509777171441,0.30742791674622877,0.4330285099515869
481,6858.0,0.17308593046297965,0.8323125225178857,0.5777166437414031,0.12459210916641945,0.20497803806734993
482,6859.0,0.19478601024268472,0.8132688249523907,0.5836236933797909,0.08995703544575726,0.1558864588180549
483,6860.0,0.2429883933396814,0.7584023881826136,0.5487804878048781,0.10351317440401506,0.17417311752287123
484,6861.0,0.18717862933319607,0.8175922589942869,0.5772913816689467,0.11539513262236806,0.19234275296262532
485,6862.0,0.20952724090897393,0.8035925678110042,0.6189164370982553,0.16539877300613498,0.2610379550735864
486,6863.0,0.19026172890341508,0.825364146379124,0.6629588431590656,0.16169289202387413,0.25997818974918213
487,6864.0,0.18788377898448155,0.8388491430336096,0.7074939564867043,0.2408118486012068,0.3593206466134643
488,6866.0,0.19080217206680908,0.8317463585362087,0.7010228166797797,0.2357142857142857,0.3528014254603049
489,6867.0,0.13482770157243226,0.8802305831489011,0.81640625,0.15767634854771784,0.2643060385709769
490,6868.0,0.13249607535321822,0.8696793453085594,0.5589225589225589,0.06466692637319829,0.11592178770949721
491,6869.0,0.24499575366085904,0.7770857995779504,0.6305066079295154,0.23829344432882413,0.34586920404772686
492,6870.0,0.20325810021360372,0.8049307735858768,0.6146435452793835,0.08160654898951139,0.14408310749774167
493,6871.0,0.2648274442185449,0.7765196355962736,0.7078900709219859,0.30246212121212124,0.42383227176220817
494,6872.0,0.3971021952286589,0.7420865716197437,0.7349460494256874,0.5476591881727403,0.6276287434049194
495,6873.0,0.3636719252644311,0.7371455041432909,0.7368550975067885,0.42485055508112723,0.5389545905931209
496,6874.0,0.2593818359626322,0.7586082659941324,0.6108232584916523,0.209064039408867,0.3115091015854375
497,6875.0,0.2297449622976555,0.8116218024602398,0.7102177554438861,0.2882392929979606,0.41005802707930367
498,6876.0,0.3170085184136706,0.7544392403108755,0.7378782355085672,0.33311389071757735,0.4590089579317383
499,6877.0,0.26092595928661505,0.7614905553553966,0.6318289786223278,0.20953131153997637,0.3146997929606625
